"VAR_0001","VAR_0002","VAR_0003","VAR_0065","VAR_0070","VAR_0085","VAR_0136","VAR_0198","VAR_0211","VAR_0224","VAR_0238","VAR_0241","VAR_0268","VAR_0272","VAR_0273","VAR_0274","VAR_0281","VAR_0292","VAR_0294","VAR_0298","VAR_0302","VAR_0312","VAR_0314","VAR_0318","VAR_0323","VAR_0330","VAR_0337","VAR_0504","VAR_0513","VAR_0515","VAR_0539","VAR_0543","VAR_0549","VAR_0554","VAR_0560","VAR_0578","VAR_0582","VAR_0607","VAR_0608","VAR_0610","VAR_0612","VAR_0649","VAR_0654","VAR_0704","VAR_0707","VAR_0710","VAR_0711","VAR_0715","VAR_0719","VAR_0794","VAR_0805","VAR_0806","VAR_0809","VAR_0849","VAR_0852","VAR_0853","VAR_0854","VAR_0857","VAR_0870","VAR_0879","VAR_0880","VAR_0882","VAR_0884","VAR_0885","VAR_0887","VAR_0891","VAR_0895","VAR_0908","VAR_0916","VAR_0917","VAR_0918","VAR_0919","VAR_0920","VAR_0967","VAR_0969","VAR_1021","VAR_1087","VAR_1088","VAR_1119","VAR_1126","VAR_1127","VAR_1130","VAR_1135","VAR_1149","VAR_1150","VAR_1247","VAR_1257","VAR_1320","VAR_1328","VAR_1397","VAR_1494","VAR_1529","VAR_1530","VAR_1566","VAR_1746","VAR_1747","VAR_1749","VAR_1790","VAR_1934","VAR_0073"
"H",84,55,1,0,1,0,31,NA,1,1,27530,0,310,298,"NC",1,0,-1,0,98,0,-1,0,1,-1,0,0,1,89,0,146709,998,9,5,15,1,100,44,100,5,9238,999999994,9952,55,-99999,0,0,1,11,2,8,-99999,18,18,1,1,1,3,40,85,99,91,36,9952,50628,1150,25080,3,84,84,0,373,998,3,1,146237,1585,74,13,87,1219,2,54,44,0,1,2000,994,998,73118,9996,148,0,0,999999997,1,1,"IAPS",NA
"R",1,133,1,0,1,0,33,NA,1,1,93257,0,412,400,"CA",-1,0,-1,0,53,0,2011,0,1,0,0,0,1,-1,1,31536,998,15,13,50,1,44,2,44,4,12311,999999994,6737,79,-99999,0,0,1,10,0,0,-99999,2,23,1,1,-99999,24,11,43,-99999,34,100,4491,-99999,1701,28236,8,3970,4489,2969,4489,998,2,0,31536,429706,64,36,33,1619,9996,79,62,0,400,1500,994,0,28236,9996,138,3,0,999999997,1,1,"IAPS",NA
"R",196,148,1,0,1,0,50,NA,1,1,29045,0,432,408,"SC",2,0,2012,0,166,0,2012,0,168,-1,0,1,0,0,0,73333,998,9996,96,9,2,259,499,984,7,6009,999999994,4183,53,-99999,1,1,1,0,2,3,0,1,4,-99999,-99999,-99999,1,19,49,54,32,100,1494,-99999,2496,10622,0,0,0,0,0,998,14,96,73333,0,100,0,100,2096,9996,63,9994,0,1,4400,994,0,42883,9996,59,2,0,999999996,1,4,"BRANCH",NA
"H",535,0,1,0,1,0,75,NA,1,1,37135,2,738,713,"TN",2,1,2012,157000,596,1,2012,157000,97,0,1.18,0,0,-1,0,44200,998,9996,96,171,2,114,0,114,2,999999996,999999997,2341,150,-99999,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,16,33,11,0,11,100,936,-99999,8840,-99999,0,0,0,0,0,998,5,96,44200,0,100,0,100,1710,9996,155,9994,0,1,10433,994,998,999999997,9996,171,1,0,999999997,1,0,"BRANCH",NA
"R",22,104,20,24,22,8,34,NA,2,40,43348,0,360,336,"OH",1,0,2010,89470,16,0,2011,0,1,89000,0.98,0,1,-1,1,17117,400,2,4,56,1,344,297,344,76,1017,340,606,61,-99999,0,0,6,21,2,2,-99999,6,16,0,0,1,9,18,18,-99999,113,50,505,-99999,250,14017,11,6709,6709,6588,6709,997,4,0,17117,96040,57,32,38,1600,0,72,41,0,400,300,132,0,16517,8,76,4,1,1583,400,2,"IAPS",9.03568e+017
"R",9,54,2,0,1,0,28,NA,1,3,30360,0,70,54,"AL",2,0,-1,0,7,0,-1,0,7,-1,0,0,1,4,0,970,998,5,6,9998,2,25,10,25,11,999999998,999999998,415,31,-99999,-99999,-99999,0,9,2,2,-99999,1,-99999,0,0,-99999,2,33,86,-99999,103,0,415,-99999,350,-99999,6,2376,2651,2584,4048,998,3,1,700,3673,22,67,17,72,2,16,30,0,120,350,36,998,999999998,9998,9998,2,98,999999998,998,1,"IAPS",8.137e+017
"H",999,8,1,0,1,0,56,NA,1,1,64152,0,500,476,"NJ",2,0,2012,0,147,0,2012,0,162,-1,0,0,1,-1,0,36822,400,9,17,71,1,1247,1261,1481,64,3144,999999994,31994,132,-99999,-99999,-99999,0,9,0,1,-99999,-99999,-99999,2,2,2,57,12,84,7,5,20,25595,124551,2010,30792,7,124551,128028,128028,130338,998,3,4,36822,124061,62,12,67,3552,24,149,109,0,120,1000,994,998,30792,9996,159,0,0,999999997,1,0,"IAPS",NA
"R",30,158,1,0,1,0,31,NA,1,1,93245,0,374,362,"CA",1,0,-1,0,26,0,-1,0,1,-1,0,0,1,-1,0,39579,400,10,1,2,2,125,9,145,2,7016,999999994,5020,43,-99999,11,15,18,5,3,8,-99999,0,0,31,53,-99999,2,43,97,-99999,97,100,5020,-99999,5105,17142,3,0,0,0,1932,998,6,0,39579,2160,89,11,92,1140,9996,46,53,0,1,3250,101,0,24889,9996,124,6,0,6700,1,3,"IAPS",NA
"R",52,60,2,0,1,0,35,NA,1,2,94086,0,311,299,"CA",2,1,-1,0,100,1,-1,0,31,-1,0,0,0,0,0,36007,998,54,14,64,2,300,520,675,12,3585,999999994,1690,75,-99999,-99999,-99999,0,0,0,0,-99999,-99999,-99999,66,66,-99999,18,40,26,22,44,83,1408,-99999,2370,20557,1,0,0,0,0,998,6,1,36007,200,81,6,100,1284,53,67,174,0,1,3475,994,998,24157,9996,125,1,0,1599,1,0,"IAPS",7.64857e+017
"R",1,14,2,0,2,0,27,44,1,4,30260,0,288,276,"GA",-1,0,-1,0,9,0,-1,0,1,-1,0,1,1,-1,0,25822,998,4,1,8,1,235,209,365,19,400,115,3535,33,0,1,2,4,2,2,1,-99999,0,2,6,6,9,10,33,77,26,41,75,3535,-99999,1205,19277,2,0,0,0,0,1,4,3,25822,0,70,10,75,263,7,33,21,0,30,1000,994,6,21002,9996,22,4,0,400,90,2,"BRANCH",8.53299e+017
"R",72,72,3,0,2,0,41,16,1,4,63834,0,364,328,"IL",2,0,-1,0,51,0,-1,0,47,-1,0,0,1,82,0,250,998,15,3,9998,98,999999998,999999998,999999998,998,200,50,588,30,-99999,4,8,8,8,-99999,2,-99999,0,0,2,2,2,2,-99999,97,-99999,-99999,-99999,588,-99999,-99999,-99999,9,1691,1808,1691,3357,997,1,1,250,3182,69,28,33,841,5,40,30,999999998,998,999999998,998,998,250,9996,177,0,0,200,90,98,"BRANCH",NA
"R",20,0,2,0,2,0,57,52,1,2,97030,0,452,427,"CA",2,0,-1,0,12,0,-1,0,9,-1,0,0,1,4,0,1700,998,9996,96,9998,1,700,675,700,85,999999996,999999997,827,63,-99999,1,1,1,0,0,0,-99999,2,2,-99999,-99999,-99999,10,13,49,-99999,49,100,827,-99999,1700,-99999,0,0,0,0,0,997,1,96,1700,0,100,0,100,542,9996,68,9994,0,1,1700,49,998,999999997,9996,125,1,0,999999997,1,0,"BRANCH",NA
"H",85,144,1,0,1,0,31,NA,1,1,23324,0,296,284,"FL",2,0,2012,162500,85,0,2012,162500,83,-1,0,0,1,-1,0,258320,998,5,23,17,3,95,4,167,3,12058,999999994,18066,72,-99999,0,0,4,4,5,5,1,1,13,1,1,-99999,1,50,87,-99999,82,92,18066,171422,2700,38375,4,0,0,0,0,1,7,1,258320,16386,76,14,100,2097,29,72,70,0,1,4767,994,0,45410,34,137,2,1,6402,400,6,"IAPS",NA
"H",120,249,1,0,1,0,51,NA,1,5,44053,0,450,426,"WV",2,0,2011,127677,184,0,2011,127677,14,0,2.18,0,1,74,0,21499,400,9,23,50,0,35,0,35,18,8080,999999994,32107,102,-99999,-99999,-99999,0,9,0,1,-99999,9,-99999,1,1,1,5,30,86,42,32,17,32107,151936,1055,19123,8,152504,152654,152504,152654,997,3,3,19838,227968,54,15,17,2526,2,108,87,0,90,999999996,996,998,19123,9996,146,2,0,999999997,60,2,"BRANCH",NA
"R",12,9,25,14,17,4,42,49,11,79,28594,2,338,301,"OH",2,1,2012,0,9,1,2012,0,1,0,0.79,0,0,0,1,11114,998,3,9,119,0,999999996,999999996,999999996,996,2350,265,2199,60,-99999,2,2,4,5,-99999,2,-99999,0,2,1,1,1,3,0,59,-99999,-99999,50,2199,-99999,-99999,-99999,11,2005,3463,3166,4517,997,3,0,11114,3816,45,45,25,875,1,67,44,576,400,999999996,996,998,11114,9996,134,3,0,4536,120,0,"IAPS",9.11483e+017
"R",18,54,5,0,1,0,40,NA,1,5,60608,0,333,308,"IN",2,0,2011,0,13,0,2011,0,7,-1,0,0,1,-1,0,750,998,37,16,62,1,350,327,350,46,999999996,999999996,460,120,-99999,2,4,6,3,1,0,-99999,0,0,7,7,38,13,20,73,-99999,80,100,460,-99999,952,-99999,0,0,0,0,0,998,1,96,750,0,100,0,100,401,22,110,186,0,1,750,994,998,999999996,9996,186,1,98,999999998,998,1,"MOBILE",8.6485e+017
"R",23,46,11,37,22,3,28,NA,11,39,90041,0,277,265,"CA",2,0,2008,495000,23,0,2008,495000,1,0,1.09,1,1,-1,3,352818,998,6,4,53,0,999999996,999999996,999999996,996,999999996,999999997,341719,70,-99999,3,3,3,10,-99999,1,-99999,0,1,0,0,7,14,0,97,-99999,-99999,0,341719,341719,-99999,-99999,9,360435,364575,363882,364575,998,96,1,352818,31566,55,41,11,1376,7,94,23,5085,400,999999996,996,0,999999997,9996,87,7,0,999999997,30,0,"IAPS",8.68376e+017
"H",61,61,1,0,1,0,33,NA,1,4,46229,0,290,278,"IN",2,0,2011,0,55,0,2011,0,13,-1,0,0,1,0,0,67016,998,8,5,6,97,84,59,84,20,1977,999999994,14673,61,-99999,-99999,-99999,0,9,0,1,-99999,1,-99999,4,4,40,7,20,89,-99999,41,40,14673,53141,1000,3681,5,344,344,0,344,996,3,1,66256,344,40,20,50,850,0,67,25,999999997,1,999999997,997,0,8756,9996,170,2,0,1977,30,0,"BRANCH",7.8043e+017
"R",48,48,1,0,1,0,68,NA,1,1,97862,1,496,460,"OR",2,0,2007,0,41,0,2007,0,25,-1,0,0,0,-1,0,17686,998,5,96,10,98,999999998,999999998,999999998,998,2327,999999994,4252,61,-99999,2,4,9,0,-99999,0,-99999,1,1,5,5,-99999,10,-99999,72,-99999,-99999,67,4252,-99999,-99999,16334,0,0,0,0,0,997,1,1,17686,0,67,0,67,62,5,40,9994,999999998,998,999999998,998,1,17686,9996,76,2,0,1094,1,98,"BRANCH",NA
"R",63,28,1,0,1,0,59,NA,1,1,23442,1,529,516,"MD",-1,0,-1,0,179,0,-1,0,142,-1,0,0,0,-1,0,23856,998,9996,96,47,1,110,7,145,4,8025,999999994,3607,91,-99999,-99999,-99999,0,1,3,3,-99999,0,-99999,13,-99999,-99999,1,50,57,-99999,98,100,3607,-99999,2343,18406,0,0,0,0,0,998,2,96,23856,0,100,0,100,778,9996,99,9994,0,1,3500,102,998,18406,9996,118,2,0,999999997,1,2,"BRANCH",NA
"R",21,0,6,16,10,3,45,20,11,33,31909,0,357,345,"GA",2,0,-1,0,19,0,-1,0,1,52000,0.94,1,0,10,1,141568,998,2,9,9998,0,999999996,999999996,999999996,996,999999996,999999997,49040,77,-99999,3,6,9,28,-99999,2,-99999,1,1,1,1,1,1,0,88,-99999,-99999,33,49040,120805,-99999,-99999,23,5710,5878,5548,12301,998,96,0,141568,58636,21,79,11,1163,7,140,39,522,400,999999996,996,998,999999997,37,129,3,98,999999998,998,0,"BRANCH",8.93722e+017
"R",149,53,1,0,1,0,53,NA,1,1,24112,0,542,517,"VA",1,1,2012,0,190,1,2012,0,1,58500,0,0,1,-1,0,31127,998,9996,96,38,2,100,182,259,13,9809,999999994,3217,94,-99999,2,2,2,0,3,1,-99999,5,5,-99999,-99999,-99999,12,36,62,28,74,100,3217,-99999,2766,17297,0,0,0,0,0,998,5,96,31127,0,100,0,100,1189,9996,84,9994,0,1,4450,994,0,17297,9996,243,0,0,999999997,1,3,"BRANCH",NA
"R",1,44,1,0,1,0,33,NA,1,1,30906,1,302,290,"GA",-1,0,-1,0,26,0,2007,55000,12,36900,0.77,0,0,-1,0,900,998,12,96,9998,1,25,9,50,6,999999996,999999997,475,27,0,-99999,-99999,0,8,2,2,-99999,10,-99999,1,1,-99999,4,100,105,105,105,100,475,-99999,450,-99999,6,0,0,0,0,998,2,96,900,2317,25,75,100,41,9996,7,27,0,1,500,99,998,999999997,16,28,4,1,999999997,400,2,"BRANCH",NA
"R",13,124,62,14,6,4,33,NA,1,107,37138,0,285,273,"SC",-1,0,2012,1600230,90,0,2012,223215,1,-1,0,0,0,49,1,970,400,3,14,88,2,35,10,35,9,999999996,999999996,497,56,-99999,-99999,-99999,0,7,2,2,-99999,1,-99999,0,0,43,10,40,102,-99999,102,100,497,-99999,485,-99999,6,0,339,339,2520,998,2,0,970,2213,22,56,40,202,27,22,58,0,1,485,110,998,999999996,9996,91,2,98,999999998,998,2,"IAPS",8.93722e+017
"R",25,225,1,0,1,0,53,NA,1,1,31406,0,479,467,"GA",2,0,2012,129627,6,0,2012,129627,1,0,1.05,0,0,7,0,700,998,1,16,80,1,137,87,137,19,999999996,999999997,5122,66,-99999,1,1,1,14,1,2,-99999,1,1,1,1,-99999,4,50,92,-99999,100,0,5122,-99999,700,10413,9,904,904,668,1243,998,1,0,700,13354,25,75,14,577,9996,103,41,0,1,700,100,998,999999997,50,207,2,0,999999997,1,1,"BRANCH",NA
"H",69,321,1,0,1,0,54,NA,1,1,78521,0,496,484,"TX",2,0,-1,0,19,0,-1,0,1,-1,0,0,1,-1,2,47090,998,8,1,9998,1,35,5,130,4,999999996,999999997,10096,48,0,0,2,3,7,2,2,-99999,1,9,1,1,-99999,19,23,97,58,54,86,8076,39808,268,-99999,6,3943,3943,3639,3943,997,5,0,45090,3489,64,27,50,887,0,67,14,0,1,1000,994,998,999999997,9996,118,5,0,999999997,1,3,"BRANCH",NA
"R",4,61,1,0,1,0,29,NA,1,1,29924,1,288,276,"SC",1,0,-1,0,31,1,-1,0,1,-1,0,0,0,0,1,45709,998,3,9,9998,1,999999998,999999998,999999998,998,5441,999999994,3286,40,-99999,-99999,-99999,0,19,0,11,-99999,5,-99999,1,1,1,5,100,106,-99999,56,7,3286,-99999,500,-99999,14,24852,33660,33660,34180,998,1,8,45709,6317,30,30,82,715,7,27,47,0,1,500,94,998,45209,18,74,0,2,999999997,400,1,"MOBILE",NA
"H",120,180,1,0,1,0,36,NA,1,1,97113,1,293,281,"OR",2,0,2012,256740,160,0,2012,256740,53,-1,0,1,0,0,0,317745,998,9996,96,7,3,164,206,414,7,2477,999999994,24872,56,-99999,0,3,5,0,5,5,-99999,6,9,-99999,-99999,-99999,6,75,94,-99999,68,100,22959,199008,1407,79358,0,0,0,0,0,1,9,96,316338,0,100,0,100,1092,9996,58,9994,0,1,1350,994,998,103988,9996,136,1,0,18678,1,3,"CSC",NA
"R",84,6,1,0,1,0,39,NA,1,1,95476,0,231,227,"CA",2,1,2006,381500,93,1,2006,381500,86,0,0,0,1,0,0,26976,998,44,96,1,4,100,204,413,5,8571,999999994,5146,60,-99999,1,1,1,0,1,0,-99999,0,1,20,20,-99999,4,7,69,0,73,100,3860,-99999,2400,17676,0,0,0,0,0,998,5,96,26976,0,95,0,100,1034,17,54,9994,0,1,2150,994,0,17676,9996,59,1,0,999999997,1,2,"CSC",NA
"R",83,7,1,0,1,0,27,NA,1,1,24870,0,339,302,"WV",-1,0,-1,0,76,0,-1,0,76,-1,0,0,0,-1,0,21966,998,33,1,7,3,50,28,70,6,4277,999999994,3403,39,-99999,-99999,-99999,0,1,2,5,-99999,1,-99999,3,-99999,-99999,1,33,97,-99999,57,100,2552,-99999,430,14050,2,59,59,0,59,998,6,0,21136,99,86,7,89,502,24,38,32,0,1,567,15,998,18986,9996,61,1,98,999999998,998,2,"BRANCH",NA
"H",137,260,1,0,1,0,49,NA,1,1,27317,0,455,430,"NC",2,0,2012,136000,139,0,2012,136000,89,83000,0.95,0,1,14,0,265886,400,16,1,11,2,250,587,741,11,3402,999999994,25520,75,-99999,1,1,1,5,1,2,-99999,0,0,10,10,27,1,14,76,-99999,44,100,17013,78275,2244,44743,5,0,0,0,0,997,9,96,257886,16888,85,10,100,3116,28,83,45,0,1,3150,76,0,51946,9996,142,2,0,3402,90,2,"MOBILE",NA
"H",999,84,1,0,1,0,82,NA,1,1,85713,1,922,727,"MI",1,0,-1,0,114,0,-1,0,1,-1,0,0,0,-1,0,2700,998,4,1,100,3,92,112,288,6,999999996,999999997,886,54,0,1,1,1,0,2,1,-99999,0,0,12,12,-99999,13,23,72,-99999,72,67,886,-99999,1236,-99999,1,150,150,0,150,998,3,2,2700,150,67,7,83,761,12,59,6,0,60,900,994,997,999999997,9996,100,3,98,999999998,998,3,"IAPS",NA
"H",27,27,1,0,1,0,27,NA,1,1,39110,0,265,253,"MS",2,0,2011,0,27,0,2011,0,22,0,0,1,1,-1,0,3225,998,4,26,11,4,50,14,50,7,999999996,999999996,2943,50,-99999,0,1,4,9,4,3,-99999,2,11,30,30,30,2,40,99,-99999,91,100,2943,-99999,469,13000,5,0,0,0,0,998,5,96,1875,187984,65,29,100,920,64,47,49,0,400,469,87,998,999999996,22,109,2,98,999999998,998,4,"BRANCH",NA
"R",19,6,1,0,1,0,51,NA,1,1,47591,0,467,442,"IN",1,0,-1,0,4,0,-1,0,1,-1,0,0,1,3,0,99104,998,16,96,6,6,2300,3226,3578,26,30559,999999994,8560,61,-99999,0,2,2,0,3,5,-99999,2,7,2,2,-99999,7,47,91,31,81,82,7782,-99999,2917,70904,0,0,0,0,0,997,8,2,99104,0,88,0,93,1449,1,60,9994,0,30,4100,94,998,70904,9996,129,2,0,999999997,30,4,"IAPS",NA
"R",132,12,2,0,2,0,22,16,1,2,17901,0,275,251,"PA",2,1,2011,0,54,1,2011,0,-1,-1,-1,0,1,-1,0,48795,998,9996,96,9998,5,35,16,254,5,3414,999999994,1282,22,-99999,2,2,3,0,5,7,0,0,0,-99999,-99999,-99999,2,74,59,41,36,100,1122,-99999,1618,-99999,0,0,0,0,0,998,19,96,48795,0,100,0,100,490,9996,20,9994,0,1,1000,78,0,21000,9996,43,5,0,3087,1,6,"RCC",NA
"R",6,2,4,4,1,0,61,NA,1,5,32503,0,588,564,"FL",2,0,-1,0,6,0,-1,0,2,-1,0,0,0,86,0,1192,998,19,8,9998,1,0,999999996,0,996,999999996,999999996,175,144,-99999,-99999,-99999,0,10,0,0,-99999,2,-99999,5,28,73,1,25,25,-99999,25,-99999,175,-99999,700,-99999,11,3209,4898,1345,12116,998,2,0,700,12116,25,63,33,869,53,136,33,0,1,700,25,998,999999996,9996,134,1,0,999999997,1,0,"BRANCH",8.74764e+017
"H",17,20,1,0,1,0,31,NA,1,1,34758,0,170,159,"SC",2,0,2012,0,9,0,2012,0,1,-1,0,1,1,-1,0,105126,998,2,1,3,1,0,999999996,0,996,17207,999999994,25120,41,-99999,1,1,1,1,2,2,-99999,0,5,2,2,56,5,25,97,-99999,86,80,25120,79997,1903,19031,1,0,0,0,0,997,4,1,104126,0,88,0,100,479,52,32,65,0,1,700,994,998,19031,9996,65,3,0,999999997,90,2,"IAPS",NA
"R",54,4,7,3,1,0,49,NA,1,7,36617,0,424,388,"AL",2,0,-1,0,90,0,-1,0,26,0,1.74,0,0,0,0,4175,998,9,1,92,2,100,128,200,19,2332,999999994,990,28,-99999,-99999,-99999,0,19,2,3,-99999,1,-99999,5,30,30,4,67,80,-99999,98,100,990,-99999,550,-99999,14,880,1137,0,1865,998,3,1,4175,3042,22,78,30,190,9996,68,34,0,1,550,98,998,3075,9996,230,3,0,2332,1,2,"BRANCH",8.33772e+017
"R",203,107,1,0,1,0,29,NA,1,1,94587,1,280,268,"CA",2,1,2012,0,118,1,2012,0,33,-1,0,0,0,-1,0,16275,998,14,1,38,1,50,25,50,5,1410,999999994,704,53,-99999,1,2,2,2,0,1,-99999,0,0,16,16,16,4,17,17,-99999,60,67,704,-99999,500,10707,5,277,5219,4942,5876,998,2,2,16275,934,67,17,71,801,13,46,25,0,1,900,994,0,15375,9996,38,1,0,999999997,1,1,"BRANCH",NA
"H",212,391,2,0,1,0,53,NA,0,2,78253,0,483,471,"TX",2,0,2012,82733,432,0,2012,82733,170,0,0.67,0,0,70,0,126008,400,20,10,9,4,122,215,352,11,247,71,9760,68,-99999,0,1,1,6,5,11,-99999,0,10,17,17,-99999,2,42,91,-99999,87,91,9009,85599,612,19631,5,0,0,0,3773,1,7,1,126008,2503,82,13,75,2621,23,78,71,0,30,705,97,0,30538,9996,126,2,0,7369,1,5,"BRANCH",NA
"H",72,105,1,0,1,0,34,NA,1,1,87121,0,172,164,"NM",2,1,2011,0,72,1,2011,0,64,0,0,0,1,0,0,233319,998,14,11,11,0,0,999999996,0,996,4090,999999994,25859,54,-99999,0,1,1,1,0,2,-99999,3,11,33,33,-99999,11,9,72,-99999,15,100,15515,60537,3560,60325,1,0,0,0,0,997,7,96,212900,0,90,5,100,1099,33,52,91,0,1,3225,994,0,73650,9996,105,2,0,9255,1,1,"BRANCH",NA
"R",12,151,3,0,2,0,32,5,1,3,31419,0,423,387,"DE",2,1,-1,0,8,1,-1,0,1,-1,0,0,1,12,0,48433,400,2,20,20,1,65,35,65,36,22620,999999994,6528,48,-99999,0,0,1,6,0,1,-99999,0,21,12,22,43,0,67,67,-99999,22,67,6528,-99999,5545,28050,7,82,192,0,2052,997,3,2,48433,735,64,28,50,955,38,49,34,0,1,300,61,0,37343,9996,90,1,0,7606,60,0,"BRANCH",7.64536e+017
"H",97,0,1,0,1,0,56,NA,1,2,46901,1,520,496,"IN",2,0,2011,0,91,0,2011,0,87,-1,0,0,0,0,0,73828,998,9,3,10,1,40,15,40,9,5720,999999994,15379,74,-99999,1,1,3,4,1,0,-99999,1,1,3,52,52,11,100,83,-99999,78,75,15379,52300,500,6711,2,0,340,0,340,998,1,1,73828,340,38,13,100,515,51,64,110,0,1,500,994,0,14851,9996,169,0,98,999999998,998,1,"BRANCH",NA
"H",150,294,1,0,1,0,55,NA,1,1,47928,1,510,486,"IL",1,1,2011,0,167,1,-1,0,1,-1,0,1,0,0,1,40152,400,16,1,7,1,0,999999996,0,996,8707,999999994,6378,103,-99999,0,1,2,8,0,2,-99999,4,10,1,1,-99999,3,14,79,0,13,80,5315,-99999,562,12695,6,0,0,0,30206,1,2,0,40152,97371,76,21,86,2780,32,98,103,0,400,1000,4,998,39028,9996,146,1,0,21561,30,0,"BRANCH",NA
"H",172,148,4,18,19,3,47,NA,11,20,41862,1,396,359,"OH",1,0,-1,0,56,0,-1,0,1,-1,0,1,0,0,0,45500,998,4,5,2,4,140,63,240,8,15087,999999994,6373,53,-99999,3,3,4,14,2,13,-99999,0,1,0,0,2,5,20,96,-99999,70,72,6019,-99999,881,42650,15,4130,4450,3628,4732,997,5,1,45400,72391,31,42,13,1463,0,42,57,0,90,688,134,998,42650,66,134,4,0,999999997,1,4,"IAPS",9.01131e+017
"R",36,12,3,2,3,0,34,NA,1,5,78526,1,291,279,"TX",1,1,-1,0,180,1,2010,60340,1,-1,0,0,0,0,1,9029,998,8,96,9998,98,999999996,999999996,999999996,996,6566,999999994,685,12,-99999,2,3,4,8,-99999,4,-99999,0,4,1,1,-99999,1,0,100,-99999,-99999,-99999,685,-99999,-99999,-99999,9,922,980,922,1823,1,3,0,8779,2991,57,39,64,218,2,15,33,999999998,998,999999998,998,998,8779,9996,98,7,0,2216,1,0,"IAPS",8.71568e+017
"H",136,101,1,0,1,0,36,NA,1,1,24360,0,350,338,"VA",2,0,2010,0,139,0,2010,0,114,-1,0,1,1,14,1,24963,998,2,14,9,2,42,20,62,5,22616,999999994,7939,67,0,0,1,1,9,2,3,-99999,1,9,0,0,3,9,33,96,-99999,96,75,7939,-99999,625,23513,4,3283,10320,10320,10320,998,3,3,24963,6303,45,18,57,629,3,69,47,0,90,483,994,0,23513,20,67,1,98,999999998,998,2,"BRANCH",NA
"R",54,118,2,0,2,1,36,NA,1,4,33401,0,459,434,"VA",2,0,2000,33404,131,0,2000,33404,32,-1,0,0,0,-1,1,22559,998,3,5,78,97,999999997,999999997,999999997,997,4041,999999994,2118,78,-99999,1,1,1,9,-99999,1,-99999,6,6,1,1,-99999,6,0,17,-99999,-99999,75,2118,-99999,-99999,22559,11,426,426,426,9923,998,96,0,22559,18319,15,85,20,267,40,90,50,999999997,997,999999997,997,998,22559,25,101,2,98,999999998,998,97,"IAPS",9.07638e+017
"R",18,19,20,79,24,7,31,NA,11,106,28054,0,398,373,"NC",-1,0,-1,0,150,0,2012,0,78,-1,0,0,1,-1,0,151376,998,5,1,71,0,0,999999996,0,996,224,999999996,-99999,47,-99999,0,1,4,56,-99999,-99999,-99999,2,10,2,7,9,15,0,-99999,-99999,-99999,50,-99999,-99999,-99999,-99999,47,123785,126949,120303,133437,998,5,1,150166,13673,40,58,47,3762,5,118,40,0,1,1250,994,3,999999996,9996,150,2,0,999999996,90,0,"MOBILE",9.08453e+017
"R",14,167,1,0,1,0,31,NA,1,5,32221,0,301,289,"FL",2,1,2011,155685,35,1,2011,155685,1,0,1.44,0,0,-1,0,25450,998,7,5,42,2,35,0,35,7,13659,999999994,4142,60,-99999,-99999,-99999,0,15,-99999,1,-99999,1,-99999,1,1,1,2,0,92,-99999,-99999,100,4142,-99999,-99999,7535,2,0,0,0,0,1,2,4,25450,0,33,33,67,80,21,2,10,0,1,413,146,0,24625,9996,42,1,0,1799,1,2,"IAPS",7.93764e+017
"R",193,48,1,0,1,0,24,NA,1,1,11214,0,302,278,"NY",2,1,2011,0,79,1,2011,0,-1,-1,-1,0,0,-1,0,8489,998,9996,96,9998,1,0,999999996,0,996,5871,999999994,1194,50,-99999,-99999,-99999,0,0,1,1,-99999,22,-99999,-99999,-99999,-99999,22,11,45,-99999,45,100,398,-99999,894,-99999,0,0,0,0,0,998,3,96,8489,0,100,0,100,433,9996,49,9994,0,1,1100,994,998,6165,9996,37,0,98,999999998,998,1,"IAPS",NA
"H",84,180,1,0,1,0,50,NA,1,1,70094,0,450,438,"LA",1,0,2012,0,84,0,2012,0,1,-1,0,0,0,-1,0,90963,998,3,13,5,97,999999996,34,40,36,12592,999999994,33253,69,-99999,1,1,1,14,-99999,1,-99999,0,1,1,1,1,1,0,90,-99999,-99999,100,33253,64986,-99999,-99999,11,112,172,0,1177,997,1,3,90963,1931,63,23,82,1643,1,45,43,999999997,1,999999997,997,0,18427,9996,135,7,0,4692,1,0,"BRANCH",NA
"H",213,193,2,0,2,0,38,6,1,2,31539,1,303,279,"GA",2,1,2011,0,171,1,2011,0,1,-1,0,0,0,0,0,109838,998,33,96,76,1,105,6,135,7,38404,133,6860,87,-99999,0,1,2,0,0,1,-99999,7,12,5,5,-99999,4,43,45,41,19,86,6860,38143,4323,33804,0,0,0,0,0,1,3,1,109838,0,80,0,86,1048,4,97,9994,0,1,6500,994,998,94918,9996,126,0,0,38671,1,0,"BRANCH",NA
"R",6,104,2,0,2,1,27,NA,1,2,30909,0,332,307,"GA",2,0,-1,0,2,0,-1,0,1,-1,0,1,1,-1,1,25331,400,3,13,6,1,0,999999996,0,996,1000,999999994,5386,38,-99999,-99999,-99999,0,11,2,3,-99999,1,-99999,0,0,0,5,50,97,-99999,74,60,4488,-99999,600,-99999,8,1042,1042,1042,8300,997,4,1,23475,12948,50,33,67,491,0,27,44,0,30,300,119,998,22675,26,67,2,0,2602,1,1,"MOBILE",8.89108e+017
